name,owner_login,owner_type,language,stargazers_count,forks_count,open_issues_count,size_kb,license_name,has_wiki,is_fork,archived,created_at
workerman,walkor,User,PHP,11548,2244,107,4002,MIT,True,False,False,2013-12-08T07:49:28Z
jwt-auth,tymondesigns,User,PHP,11495,1531,614,1757,MIT,False,False,False,2014-09-04T21:50:50Z
PHPExcel,PHPOffice,Organization,PHP,11359,4113,663,22024,NOASSERTION,True,False,True,2012-06-18T15:30:27Z
inflector,doctrine,Organization,PHP,11340,143,18,2073,MIT,False,False,False,2013-01-10T21:34:22Z
dompdf,dompdf,Organization,PHP,11180,1836,544,17590,LGPL-2.1,True,False,False,2012-11-12T20:47:16Z
lexer,doctrine,Organization,PHP,11149,67,3,319,MIT,False,False,False,2013-01-12T18:58:26Z
october,octobercms,Organization,PHP,11145,2204,12,79311,NOASSERTION,False,False,False,2013-11-26T23:30:43Z
laravel-admin,z-song,User,PHP,11135,2808,262,15818,MIT,True,False,False,2015-12-30T10:42:57Z
deployer,deployphp,Organization,PHP,11105,1509,18,14250,MIT,False,False,False,2013-07-11T11:45:38Z
instantiator,doctrine,Organization,PHP,10988,63,1,473,MIT,True,False,False,2014-08-07T15:43:55Z
unopim,unopim,Organization,PHP,10955,173,50,52875,MIT,False,False,False,2024-07-24T07:04:52Z
cphalcon,phalcon,Organization,PHP,10827,1937,50,278427,BSD-3-Clause,False,False,False,2011-11-26T05:52:50Z
PHP_CodeSniffer,squizlabs,Organization,PHP,10779,1446,248,201893,BSD-3-Clause,True,False,False,2011-11-03T04:06:24Z
webshell,tennc,User,PHP,10778,5570,0,101993,MIT,True,False,False,2013-05-23T07:37:56Z
mockery,mockery,Organization,PHP,10725,469,95,124257,BSD-3-Clause,False,False,False,2009-02-25T19:25:09Z
Mobile-Detect,serbanghita,User,PHP,10680,2606,18,4366,MIT,False,False,False,2012-08-31T10:58:16Z
woocommerce,woocommerce,Organization,PHP,10496,10675,1618,943564,NOASSERTION,True,False,False,2011-08-09T15:12:11Z
mautic,mautic,Organization,PHP,10466,3436,199,310646,NOASSERTION,False,False,False,2013-08-19T00:36:28Z
SSPanel-UIM,Anankke,User,PHP,10419,3430,19,143654,MIT,False,False,False,2018-01-05T13:51:16Z
log,php-fig,Organization,PHP,10419,191,7,66,MIT,False,False,False,2012-11-30T09:49:24Z
rector,rectorphp,Organization,PHP,10417,744,4,380929,MIT,False,False,False,2017-07-15T11:16:02Z
all-in-one,nextcloud,Organization,PHP,10399,1098,86,14340,AGPL-3.0,False,False,False,2021-11-30T10:16:41Z
easywechat,w7corp,Organization,PHP,10364,2384,0,7277,MIT,False,False,False,2015-01-26T03:30:40Z
orm,doctrine,Organization,PHP,10170,2544,1306,55999,MIT,False,False,False,2010-04-06T21:42:59Z
akaunting,akaunting,Organization,PHP,10114,2982,15,86979,NOASSERTION,False,False,False,2017-06-21T14:17:56Z
invoiceninja,invoiceninja,Organization,PHP,10065,2699,943,4236708,NOASSERTION,True,False,False,2013-11-26T12:30:05Z
Awsome-Front-End-learning-resource,helloqingfeng,User,PHP,10056,1894,12,75552,,True,False,False,2016-08-27T10:28:10Z
avbook,guyueyingmu,User,PHP,10050,1999,91,8229,,True,False,False,2017-02-19T05:09:55Z
container,php-fig,Organization,PHP,9993,54,6,338,MIT,False,False,False,2016-08-15T18:35:30Z
kanboard,kanboard,Organization,PHP,9856,1998,162,76812,MIT,False,False,False,2014-01-25T19:58:30Z
psysh,bobthecow,User,PHP,9832,318,9,6017,MIT,True,False,False,2012-06-04T17:15:35Z
google-api-php-client,googleapis,Organization,PHP,9813,3537,17,16333,Apache-2.0,False,False,False,2013-08-16T19:48:39Z
console,symfony,Organization,PHP,9811,265,0,7634,MIT,False,False,False,2011-02-22T18:00:31Z
dbal,doctrine,Organization,PHP,9707,1377,305,45911,MIT,False,False,False,2010-05-20T17:01:42Z
swiftmailer,swiftmailer,Organization,PHP,9427,849,0,9247,MIT,False,False,True,2008-12-19T08:31:03Z
api,dingo,Organization,PHP,9370,1276,189,1684,BSD-3-Clause,True,False,False,2014-04-11T12:31:18Z
ReflectionDocBlock,phpDocumentor,Organization,PHP,9360,136,19,1374,MIT,False,False,False,2012-04-06T17:17:37Z
Heimdall,linuxserver,Organization,PHP,9315,627,7,46761,MIT,True,False,False,2018-01-26T12:04:05Z
readme-typing-svg,DenverCoder1,User,PHP,9308,1602,69,721,MIT,False,False,False,2021-04-20T04:48:50Z
rss-bridge,RSS-Bridge,Organization,PHP,9229,1244,274,18425,Unlicense,False,False,False,2013-08-06T21:55:13Z
panel,pterodactyl,Organization,PHP,9218,2672,180,29789,NOASSERTION,False,False,False,2015-12-06T18:37:08Z
PrestaShop,PrestaShop,Organization,PHP,9201,5047,2276,797098,NOASSERTION,False,False,False,2012-11-19T16:41:31Z
Goutte,FriendsOfPHP,Organization,PHP,9188,983,138,2977,MIT,False,False,True,2010-04-21T19:21:54Z
api-platform,api-platform,Organization,PHP,9183,973,2,6270,MIT,True,False,False,2015-03-06T21:46:05Z
TypeResolver,phpDocumentor,Organization,PHP,9157,52,11,963,MIT,True,False,False,2015-06-10T19:05:30Z
reactphp,reactphp,Organization,PHP,9091,710,0,1374,MIT,True,False,False,2012-05-10T18:00:00Z
ReflectionCommon,phpDocumentor,Organization,PHP,9035,22,3,169,MIT,True,False,False,2015-05-31T09:52:59Z
fuzzdb,fuzzdb-project,Organization,PHP,8984,2103,15,7323,,True,False,False,2015-09-10T17:54:31Z
php-code-coverage,sebastianbergmann,User,PHP,8924,383,8,154781,BSD-3-Clause,False,False,False,2009-05-28T16:01:43Z
solidtime,solidtime-io,Organization,PHP,8909,509,32,9361,AGPL-3.0,False,False,False,2024-01-16T15:30:47Z
DeepCopy,myclabs,Organization,PHP,8885,110,19,303,MIT,False,False,False,2013-07-22T15:28:03Z
core,owncloud,Organization,PHP,8830,2061,135,357623,AGPL-3.0,True,False,False,2012-08-25T10:32:48Z
cakephp,cakephp,Organization,PHP,8795,3367,27,118657,MIT,True,False,False,2010-05-08T14:38:22Z
aimeos-laravel,aimeos,User,PHP,8697,1111,1,5712,MIT,False,False,False,2015-03-02T13:23:26Z
http-foundation,symfony,Organization,PHP,8623,306,0,10875,MIT,False,False,False,2011-02-22T18:03:45Z
PrivateBin,PrivateBin,Organization,PHP,8594,1031,216,16942,NOASSERTION,True,False,False,2016-07-09T07:03:25Z
event-dispatcher,symfony,Organization,PHP,8532,66,0,1167,MIT,False,False,False,2011-02-22T18:02:40Z
Sylius,Sylius,Organization,PHP,8523,2156,222,364019,MIT,False,False,False,2011-11-05T22:05:52Z
prophecy,phpspec,Organization,PHP,8468,247,103,1030,MIT,True,False,False,2013-03-25T11:40:40Z
Wallos,ellite,User,PHP,8466,424,59,8625,GPL-3.0,True,False,False,2023-10-05T18:35:25Z
finder,symfony,Organization,PHP,8432,55,0,1428,MIT,False,False,False,2011-02-22T18:03:01Z
Twig,twigphp,Organization,PHP,8375,1288,41,13755,BSD-3-Clause,False,False,False,2009-10-07T21:23:38Z
crater,crater-invoice-inc,Organization,PHP,8344,1711,425,45705,AGPL-3.0,True,False,False,2019-11-20T07:09:02Z
opencart,opencart,Organization,PHP,8193,5060,199,229335,NOASSERTION,True,False,False,2011-08-02T07:32:17Z
random_compat,paragonie,Organization,PHP,8153,153,5,969,MIT,False,False,False,2015-07-07T19:45:38Z
http-kernel,symfony,Organization,PHP,8104,97,0,8860,MIT,False,False,False,2011-02-22T18:04:06Z
thanks,symfony,Organization,PHP,8076,37,0,75,MIT,False,False,False,2017-12-15T17:00:19Z
simple-cache,php-fig,Organization,PHP,8073,56,6,27,MIT,False,False,False,2016-08-24T05:22:12Z
phpmyadmin,phpmyadmin,Organization,PHP,7931,3597,938,2533036,GPL-2.0,True,False,False,2012-01-19T13:21:52Z
think,top-think,Organization,PHP,7890,1602,128,24376,NOASSERTION,True,False,False,2013-02-20T03:14:27Z
adminer,vrana,User,PHP,7867,1182,0,12164,NOASSERTION,False,False,False,2010-04-25T08:30:07Z
cache,doctrine,Organization,PHP,7856,210,2,923,MIT,False,False,False,2013-01-10T22:37:43Z
WordPress-Plugin-Boilerplate,DevinVinson,User,PHP,7841,2255,164,824,,True,False,False,2011-07-11T21:36:46Z
polyfill-mbstring,symfony,Organization,PHP,7816,39,1,150,MIT,False,False,False,2015-10-22T12:57:52Z
predis,predis,Organization,PHP,7779,996,29,9564,MIT,True,False,False,2009-11-07T11:27:33Z
lang,Laravel-Lang,Organization,PHP,7774,2934,0,74833,MIT,False,False,False,2013-05-29T22:56:40Z
php-timer,sebastianbergmann,User,PHP,7735,63,3,102657,BSD-3-Clause,False,False,False,2010-05-08T10:40:25Z
promises,guzzle,Organization,PHP,7715,128,3,481,MIT,False,False,False,2015-02-25T03:30:26Z
diff,sebastianbergmann,User,PHP,7651,89,1,97763,BSD-3-Clause,False,False,False,2013-02-12T08:34:51Z
assert,webmozarts,Organization,PHP,7650,167,30,729,MIT,False,False,False,2015-03-11T12:14:36Z
routing,symfony,Organization,PHP,7612,92,0,4617,MIT,False,False,False,2011-02-22T18:04:52Z
dolibarr,Dolibarr,Organization,PHP,7592,3510,1047,1733754,GPL-3.0,False,False,False,2011-06-26T21:55:03Z
PHPWord,PHPOffice,Organization,PHP,7586,2735,1237,104229,NOASSERTION,False,False,False,2012-05-06T16:04:30Z
lumen,laravel,Organization,PHP,7569,965,0,203,,False,False,True,2015-04-14T01:43:28Z
jwt,lcobucci,User,PHP,7480,594,9,3698,BSD-3-Clause,True,False,False,2014-03-05T19:23:23Z
php-file-iterator,sebastianbergmann,User,PHP,7476,47,1,87149,BSD-3-Clause,False,False,False,2009-11-05T05:02:08Z
manifest,phar-io,Organization,PHP,7474,15,5,248,NOASSERTION,False,False,False,2016-11-24T12:07:24Z
version,phar-io,Organization,PHP,7462,18,5,96,BSD-3-Clause,True,False,False,2016-11-30T11:00:48Z
process,symfony,Organization,PHP,7456,104,0,2314,MIT,False,False,False,2011-02-22T18:04:37Z
tinker,laravel,Organization,PHP,7440,138,1,271,MIT,False,False,False,2016-12-21T17:09:41Z
var-dumper,symfony,Organization,PHP,7427,102,0,2800,MIT,False,False,False,2014-09-26T12:08:29Z
php-text-template,sebastianbergmann,User,PHP,7425,31,3,84628,BSD-3-Clause,False,False,False,2009-11-19T11:48:47Z
css-selector,symfony,Organization,PHP,7421,43,0,898,MIT,False,False,False,2011-02-22T18:01:24Z
moodle,moodle,Organization,PHP,7391,7623,2,970085,GPL-3.0,False,False,False,2009-12-16T23:01:23Z
Keka,aonez,User,PHP,7317,295,260,53904,,True,False,False,2016-11-08T19:35:50Z
TrustedProxy,fideloper,User,PHP,7306,126,6,161,MIT,True,False,False,2013-04-30T20:03:01Z
laravel-dompdf,barryvdh,User,PHP,7283,977,99,176,MIT,True,False,False,2013-06-23T11:27:07Z
debug,symfony,Organization,PHP,7170,46,0,1482,MIT,False,False,True,2013-04-07T19:13:19Z
roundcubemail,roundcube,Organization,PHP,7163,1778,489,68440,GPL-3.0,True,False,False,2012-05-04T11:19:01Z
github-readme-streak-stats,DenverCoder1,User,PHP,7129,1760,75,1389,MIT,False,False,False,2020-10-25T03:44:54Z
pixelfed,pixelfed,Organization,PHP,7094,879,113,71916,AGPL-3.0,False,False,False,2018-04-17T01:48:45Z
web-frameworks,the-benchmarker,Organization,PHP,7084,732,227,171437,MIT,True,False,False,2017-03-27T15:17:33Z
laravel-mongodb,mongodb,Organization,PHP,7069,1433,47,3837,MIT,False,False,False,2013-03-31T14:31:04Z
elementor,elementor,Organization,PHP,7067,1563,3911,370071,GPL-3.0,False,False,False,2016-05-30T13:05:46Z
awesome-appsec,paragonie,Organization,PHP,7052,803,40,198,MIT,False,False,False,2015-04-30T21:18:31Z
comparator,sebastianbergmann,User,PHP,7046,75,1,103020,BSD-3-Clause,False,False,False,2013-11-05T00:36:12Z
http-message,php-fig,Organization,PHP,7033,186,41,110,MIT,False,False,False,2014-06-10T22:49:31Z
hamcrest-php,hamcrest,Organization,PHP,6993,47,15,436,NOASSERTION,False,False,False,2013-12-31T04:35:35Z
openmediavault,openmediavault,Organization,PHP,6937,613,97,567228,NOASSERTION,False,False,False,2016-05-03T10:35:34Z
hyperf,hyperf,Organization,PHP,6897,1295,447,32339,MIT,False,False,False,2018-11-29T04:17:39Z
exporter,sebastianbergmann,User,PHP,6810,40,3,105061,BSD-3-Clause,False,False,False,2013-02-04T21:15:26Z
environment,sebastianbergmann,User,PHP,6765,36,2,92788,BSD-3-Clause,False,False,False,2014-02-10T15:39:28Z
framework,flarum,Organization,PHP,6749,885,103,190291,MIT,False,False,False,2014-12-20T05:12:03Z
humhub,humhub,Organization,PHP,6743,1681,813,157461,NOASSERTION,False,False,False,2014-02-10T05:31:03Z
annotations,doctrine,Organization,PHP,6729,234,26,14397,MIT,False,False,False,2013-01-12T15:57:28Z
code-unit-reverse-lookup,sebastianbergmann,User,PHP,6678,7,0,76394,BSD-3-Clause,False,False,False,2016-02-08T20:25:10Z
oauth2-server,thephpleague,Organization,PHP,6662,1135,77,15008,MIT,False,False,False,2012-06-04T20:00:52Z
translation,symfony,Organization,PHP,6599,90,0,3434,MIT,False,False,False,2011-02-22T18:07:25Z
global-state,sebastianbergmann,User,PHP,6592,19,5,83558,BSD-3-Clause,False,False,False,2014-08-22T08:11:55Z
version,sebastianbergmann,User,PHP,6568,36,1,55641,BSD-3-Clause,False,False,False,2013-01-05T14:17:33Z
bedrock,roots,Organization,PHP,6566,1169,6,959,MIT,False,False,False,2013-11-02T21:10:54Z
recursion-context,sebastianbergmann,User,PHP,6560,19,3,110941,BSD-3-Clause,False,False,False,2015-01-22T17:19:19Z
php-pm,php-pm,Organization,PHP,6547,366,33,762,MIT,True,False,False,2014-02-24T23:25:40Z
object-enumerator,sebastianbergmann,User,PHP,6527,9,5,106162,BSD-3-Clause,False,False,False,2016-01-28T06:34:32Z
MISP,MISP,Organization,PHP,6514,1629,2909,205739,AGPL-3.0,True,False,False,2013-02-07T17:10:34Z
larastan,larastan,Organization,PHP,6498,506,108,9807,MIT,False,False,False,2018-06-29T20:07:07Z
Ratchet,ratchetphp,Organization,PHP,6437,784,9,1260,MIT,False,False,False,2012-04-16T21:53:21Z
KodExplorer,kalcaddle,User,PHP,6389,1814,1,57822,,True,False,False,2013-09-04T15:41:52Z
php-token-stream,sebastianbergmann,User,PHP,6373,58,0,22010,NOASSERTION,False,False,False,2009-11-05T07:02:02Z
Lychee,electerious,User,PHP,6359,652,0,5917,MIT,False,False,False,2012-10-02T15:42:56Z
glpi,glpi-project,Organization,PHP,6325,1802,449,1121008,GPL-3.0,False,False,False,2015-07-16T07:20:21Z
php-xdg-base-dir,dnoegel,User,PHP,6288,11,6,30,MIT,True,False,False,2014-06-30T18:21:18Z
object-reflector,sebastianbergmann,User,PHP,6271,3,1,117877,BSD-3-Clause,False,False,False,2017-03-12T15:02:28Z
countries,mledoze,User,PHP,6256,1282,17,28758,ODbL-1.0,False,False,False,2012-01-06T14:01:19Z
resource-operations,sebastianbergmann,User,PHP,6255,14,1,63,NOASSERTION,False,False,True,2015-07-19T06:43:40Z
v2rayN,2dust,User,C#,115737,15871,14,49807,GPL-3.0,True,False,False,2019-07-30T03:47:24Z
shadowsocks-windows,shadowsocks,Organization,C#,59561,16184,203,13489,NOASSERTION,True,False,False,2013-01-14T07:54:16Z
jellyfin,jellyfin,Organization,C#,56780,5421,638,77698,GPL-2.0,False,False,False,2018-12-09T06:36:45Z
PowerShell,PowerShell,Organization,C#,55307,8454,1624,109273,MIT,False,False,False,2016-01-13T23:41:35Z
Files,files-community,Organization,C#,44926,2861,466,287603,MIT,False,False,False,2019-01-04T18:19:14Z
ShareX,ShareX,Organization,C#,39501,3909,646,89854,GPL-3.0,False,False,False,2013-10-08T23:32:10Z
RevokeMsgPatcher,huiyadanli,User,C#,38720,4062,62,3783,GPL-3.0,True,False,False,2019-07-21T15:12:52Z
aspnetcore,dotnet,Organization,C#,38431,10940,4174,394648,MIT,True,False,False,2014-03-11T06:09:42Z
DevToys,DevToys-app,Organization,C#,31965,1749,341,229285,MIT,False,False,False,2021-09-29T01:40:41Z
Avalonia,AvaloniaUI,Organization,C#,31461,2817,1887,237591,MIT,True,False,False,2013-12-05T20:13:21Z
calculator,microsoft,Organization,C#,31042,5792,470,40156,MIT,False,False,False,2019-01-28T17:55:49Z
OfficeCLI,iOfficeAI,Organization,C#,30344,2067,90,281138,Apache-2.0,True,False,False,2026-03-15T07:39:12Z
dnSpy,dnSpy,Organization,C#,29691,5635,185,35047,,True,False,True,2015-07-01T16:05:10Z
semantic-kernel,microsoft,Organization,C#,28548,4763,270,103351,MIT,False,False,False,2023-02-27T17:39:42Z
ScreenToGif,NickeManarin,User,C#,27609,2355,334,26373,MS-PL,True,False,False,2016-08-02T01:28:59Z
SteamTools,BeyondDimension,Organization,C#,26770,1702,1160,267717,GPL-3.0,True,False,False,2020-12-15T13:52:11Z
UniGetUI,Devolutions,Organization,C#,26064,922,483,918205,MIT,False,False,False,2021-06-15T12:57:58Z
ILSpy,icsharpcode,Organization,C#,26034,3701,173,54801,MIT,True,False,False,2011-02-04T11:24:20Z
Wand-Enhancer,k1tbyte,User,C#,25975,65796,64,2535,Apache-2.0,True,False,False,2024-11-17T20:02:10Z
WaveFunctionCollapse,mxgmn,User,C#,25312,1355,9,31117,NOASSERTION,True,False,False,2016-09-30T11:53:17Z
QuickLook,QL-Win,Organization,C#,24631,1297,202,348230,GPL-3.0,True,False,False,2017-04-12T14:57:38Z
eShopOnContainers,dotnet-architecture,Organization,C#,24320,10072,71,661091,,True,False,True,2016-10-05T22:35:23Z
maui,dotnet,Organization,C#,23320,1973,3911,1762584,MIT,True,False,False,2020-05-08T18:11:05Z
CodeHub,CodeHubApp,Organization,C#,22572,609,237,75636,,True,False,True,2013-07-23T22:19:57Z
Lean,QuantConnect,Organization,C#,21544,5233,262,586528,Apache-2.0,True,False,False,2014-11-28T04:20:19Z
awesome-dotnet-core,thangchung,User,C#,21373,2951,213,1369,,True,False,False,2016-03-17T03:52:09Z
Bulk-Crap-Uninstaller,BCUninstaller,Organization,C#,21173,924,158,11091,Apache-2.0,True,False,False,2016-08-01T15:17:05Z
roslyn,dotnet,Organization,C#,20651,4310,6313,2679056,MIT,False,False,False,2015-01-11T02:39:03Z
CleanArchitecture,jasontaylordev,User,C#,20534,4275,20,9427,MIT,False,False,False,2019-10-07T18:44:32Z
PEASS-ng,peass-ng,Organization,C#,20484,3396,1,65877,NOASSERTION,True,False,False,2019-01-13T19:58:24Z
server,bitwarden,Organization,C#,20102,1764,226,62222,NOASSERTION,False,False,False,2015-11-23T23:45:33Z
ContextMenuManager,BluePointLilac,User,C#,19987,876,177,1843,GPL-3.0,False,False,False,2020-10-15T06:27:04Z
ml-agents,Unity-Technologies,Organization,C#,19662,4487,21,3028250,NOASSERTION,False,False,False,2017-09-08T21:09:04Z
lively,rocksdanister,User,C#,19569,1347,386,314156,GPL-3.0,True,False,False,2019-08-08T05:57:26Z
CMWTAT_Digital_Edition,TGSAN,User,C#,19426,2178,32,70302,NOASSERTION,True,False,False,2018-05-27T13:45:02Z
osu,ppy,Organization,C#,19010,2808,1911,205665,MIT,True,False,False,2014-07-31T04:26:30Z
CleanArchitecture,ardalis,User,C#,18464,3080,41,3742,MIT,True,False,False,2016-09-30T14:19:20Z
Dapper,DapperLib,Organization,C#,18381,3668,547,49968,NOASSERTION,False,False,False,2011-04-14T08:42:59Z
optimizer,hellzerg,User,C#,18295,1216,91,47157,GPL-3.0,False,False,True,2017-09-13T07:49:36Z
runtime,dotnet,Organization,C#,18256,5583,7765,1195693,MIT,False,False,False,2019-09-24T23:36:39Z
netch,netchx,Organization,C#,17698,2839,6,11830,GPL-3.0,False,False,False,2019-06-25T09:55:30Z
OpenRA,OpenRA,Organization,C#,17350,3038,1589,351462,GPL-3.0,True,False,False,2010-10-04T07:38:05Z
MaterialDesignInXamlToolkit,MaterialDesignInXAML,Organization,C#,16255,3497,146,79990,MIT,True,False,False,2015-02-07T23:30:48Z
YoutubeDownloader,Tyrrrz,User,C#,16141,2050,21,1585,MIT,False,False,False,2018-11-16T11:30:50Z
N_m3u8DL-CLI,nilaoda,User,C#,16086,2283,258,6399,MIT,True,False,False,2019-04-18T13:43:49Z
Jackett,Jackett,Organization,C#,16013,1558,209,45334,GPL-2.0,True,False,False,2015-10-29T16:23:19Z
AssetStudio,Perfare,User,C#,15595,2961,182,40176,MIT,False,False,True,2016-08-02T11:59:11Z
Flow.Launcher,Flow-Launcher,Organization,C#,15526,643,303,99719,MIT,False,False,False,2020-04-21T08:12:15Z
better-genshin-impact,babalae,Organization,C#,15415,1126,497,375853,GPL-3.0,True,False,False,2023-08-27T01:02:45Z
Sonarr,Sonarr,Organization,C#,15404,1925,95,305199,GPL-3.0,False,False,False,2011-09-27T05:57:16Z
FileConverter,Tichau,User,C#,15173,917,350,248219,GPL-3.0,True,False,False,2015-04-06T10:15:53Z
g-helper,seerge,User,C#,15085,575,113,44383,GPL-3.0,True,False,False,2023-02-10T23:11:28Z
duplicati,duplicati,Organization,C#,14975,1071,625,211051,NOASSERTION,False,False,False,2014-08-05T08:28:16Z
efcore,dotnet,Organization,C#,14789,3413,2381,239856,MIT,False,False,False,2014-01-23T00:52:01Z
abp,abpframework,Organization,C#,14425,3718,314,2953651,LGPL-3.0,False,False,False,2016-12-03T22:56:24Z
MonoGame,MonoGame,Organization,C#,14401,3107,764,120124,NOASSERTION,False,False,False,2011-04-07T00:23:40Z
ImageGlass,d2phap,User,C#,14317,748,216,495294,NOASSERTION,False,False,False,2012-12-30T16:13:14Z
Radarr,Radarr,Organization,C#,14313,1224,526,317386,GPL-3.0,False,False,False,2016-12-25T11:38:26Z
winsw,winsw,Organization,C#,14282,1695,251,3566,MIT,False,False,False,2010-02-03T02:49:39Z
Polly,App-vNext,Organization,C#,14237,1290,3,56791,BSD-3-Clause,True,False,False,2013-05-05T04:40:04Z
QuestPDF,QuestPDF,Organization,C#,14172,770,48,980557,NOASSERTION,False,False,False,2021-01-04T22:47:16Z
subtitleedit,SubtitleEdit,Organization,C#,14125,1302,252,241341,MIT,False,False,False,2014-02-03T08:17:41Z
unity-mcp,CoplayDev,Organization,C#,14049,1484,83,45259,MIT,True,False,False,2025-03-18T11:01:58Z
modular-monolith-with-ddd,kgrzybek,User,C#,14007,2189,68,8423,MIT,True,False,False,2019-08-23T00:12:03Z
Playnite,JosefNemec,User,C#,13916,680,710,72965,MIT,True,False,False,2017-03-25T19:16:06Z
BBDown,nilaoda,User,C#,13888,1728,245,18873,MIT,False,False,True,2020-07-26T11:43:28Z
ArchiSteamFarm,JustArchiNET,Organization,C#,13674,1114,3,243744,Apache-2.0,True,False,False,2015-10-25T05:12:33Z
skills,MiniMax-AI,Organization,C#,13525,1159,67,7675,MIT,True,False,False,2026-03-17T07:19:25Z
AspNetCore.Docs,dotnet,Organization,C#,13135,24599,520,865493,CC-BY-4.0,False,False,False,2014-12-19T17:38:02Z
UnityCsReference,Unity-Technologies,Organization,C#,12980,2557,19,95740,NOASSERTION,False,False,False,2018-03-23T13:08:32Z
Winhance,memstechtips,User,C#,12915,630,74,31303,NOASSERTION,False,False,False,2025-01-13T13:20:05Z
csharplang,dotnet,Organization,C#,12696,1079,289,16144,,False,False,False,2016-12-09T01:45:27Z
PDFPatcher,wmjordan,User,C#,12663,1580,106,73308,,True,False,False,2021-12-24T12:30:42Z
LKY_OfficeTools,OdysseusYuan,User,C#,12642,1212,3,49445,GPL-3.0,True,False,False,2022-10-27T14:58:30Z
garnet,microsoft,Organization,C#,12017,700,58,578260,MIT,False,False,False,2023-08-21T21:54:58Z
aspnetboilerplate,aspnetboilerplate,Organization,C#,12001,3814,64,65146,MIT,False,False,False,2013-08-18T20:45:08Z
DiscordChatExporter,Tyrrrz,User,C#,11963,1016,14,4387,MIT,True,False,False,2017-07-12T17:18:19Z
MediatR,LuckyPennySoftware,Organization,C#,11857,2182,0,6100,NOASSERTION,True,False,False,2014-03-03T15:01:22Z
Dependencies,lucasg,User,C#,11828,946,142,15341,MIT,True,False,False,2017-06-25T15:00:10Z
Locale-Emulator,xupefei,User,C#,11687,836,212,1173,LGPL-3.0,False,False,True,2013-03-17T13:51:51Z
Kavita,Kareadita,Organization,C#,11634,663,170,343354,GPL-3.0,True,False,False,2020-12-12T22:23:54Z
spectre.console,spectreconsole,Organization,C#,11609,675,180,16335,MIT,False,False,False,2020-07-21T09:59:20Z
DriverStoreExplorer,lostindark,User,C#,11587,556,23,2235,GPL-2.0,True,False,False,2016-06-15T04:03:33Z
choco,chocolatey,Organization,C#,11505,961,519,50644,NOASSERTION,False,False,False,2014-12-30T22:12:11Z
BenchmarkDotNet,dotnet,Organization,C#,11489,1067,172,71947,MIT,False,False,False,2013-08-18T06:17:48Z
mono,mono,Organization,C#,11465,3804,2266,579418,NOASSERTION,True,False,False,2010-07-22T18:06:36Z
EarTrumpet,File-New-Project,Organization,C#,11343,601,112,35529,NOASSERTION,False,False,False,2015-07-11T08:43:37Z
Newtonsoft.Json,JamesNK,User,C#,11314,3297,826,27172,MIT,False,False,False,2012-02-18T07:30:28Z
Terminal.Gui,tui-cs,Organization,C#,11205,788,51,199769,MIT,False,False,False,2017-12-11T03:23:45Z
UniTask,Cysharp,Organization,C#,11178,1012,20,6145,MIT,False,False,False,2019-05-19T16:09:55Z
basic-computer-games,coding-horror,User,C#,11096,1347,14,78446,Unlicense,True,False,False,2021-01-30T21:28:22Z
mRemoteNG,mRemoteNG,Organization,C#,11087,1611,861,286801,GPL-2.0,True,False,False,2010-01-06T15:53:17Z
DotNetGuide,YSGStudyHards,User,C#,10895,1501,13,5468,MIT,True,False,False,2020-10-08T14:54:22Z
orleans,dotnet,Organization,C#,10860,2132,649,89901,MIT,False,False,False,2014-12-19T14:32:50Z
eShop,dotnet,Organization,C#,10847,3826,124,27440,MIT,False,False,False,2023-10-18T23:00:45Z
Captura,MathewSachin,User,C#,10819,1976,116,5723,MIT,False,False,False,2015-08-29T10:30:45Z
StockSharp,StockSharp,Organization,C#,10719,2262,2,2042441,NOASSERTION,False,False,False,2014-12-08T07:53:44Z
eShopOnWeb,dotnet-architecture,Organization,C#,10686,6028,20,61146,MIT,True,False,True,2017-02-28T02:39:37Z
MudBlazor,MudBlazor,Organization,C#,10586,1680,763,48144,MIT,False,False,False,2020-08-18T10:47:27Z
practical-aspnetcore,dodyg,User,C#,10407,1411,177,46847,MIT,True,False,False,2016-07-27T08:23:40Z
imewlconverter,studyzy,User,C#,10313,708,88,65690,GPL-3.0,True,False,False,2012-04-12T04:03:25Z
RunCat365,runcat-dev,Organization,C#,10296,848,10,1624,Apache-2.0,False,False,False,2020-08-06T16:27:09Z
CefSharp,cefsharp,Organization,C#,10254,2921,71,293242,NOASSERTION,True,False,False,2010-12-03T15:23:23Z
Notepads,0x7c13,User,C#,10244,555,464,40396,MIT,True,False,False,2019-06-01T01:20:33Z
AutoMapper,LuckyPennySoftware,Organization,C#,10189,2400,12,127443,NOASSERTION,True,False,False,2010-02-06T15:17:58Z
nopCommerce,nopSolutions,Organization,C#,10141,6026,166,1650281,NOASSERTION,False,False,False,2014-04-09T05:47:50Z
Hangfire,HangfireIO,Organization,C#,10135,1754,942,38596,NOASSERTION,False,False,False,2013-08-06T09:43:04Z
uno,unoplatform,Organization,C#,10041,879,1679,346226,Apache-2.0,False,False,False,2018-05-07T11:52:27Z
Quasar,quasar,Organization,C#,9909,2657,137,5205,MIT,True,False,True,2014-07-08T12:27:59Z
ET,egametang,User,C#,9905,3235,87,688584,NOASSERTION,True,False,False,2010-06-27T15:50:52Z
